,Workload_Name,Frequency,Voltage,Core_Count,Actual,EPH_0x11:Frequency_A15:Voltage_A15_Squared_Percentage,EPH_0x1b:Frequency_A15:Voltage_A15_Squared_Percentage,EPH_0x50:Frequency_A15:Voltage_A15_Squared_Percentage,EPH_0x14:Frequency_A15:Voltage_A15_Squared_Percentage,EPH_0x19:Frequency_A15:Voltage_A15_Squared_Percentage
0,idle,200,0.917428571,1,0.102533543,2.923178741,0.79993725,0.271112152,2.277988102,0.037766486
1,basicmath,200,0.916755319,1,0.160325362,16.4340984,8.353318085,0.787928415,17.77022347,0.16682218
2,bitcount,200,0.916607143,1,0.158876129,17.49280841,12.37294999,0.198239661,15.20912046,0.033213809
3,qsort,200,0.916258865,1,0.161477014,16.93613594,8.860946439,0.609315798,16.11266601,0.473974154
4,susan,200,0.916285714,1,0.173214379,16.5451787,11.9701646,0.273640912,20.85325638,0.105550584
5,jpeg_enc,200,0.916507092,1,0.157842206,16.24419323,10.29490387,0.727661394,13.29489098,0.420864925
6,jpeg_dec,200,0.916902985,1,0.121654672,11.09869076,4.383998623,0.928555687,7.527836817,0.349871935
7,typeset,200,0.9163125,1,0.1637301,18.31223927,7.547585444,1.640457004,13.51039498,0.490848914
8,dijkstra,200,0.916322464,1,0.150869486,19.67364448,8.484616918,0.871425001,7.576762149,0.049550475
9,patricia,200,0.916338652,1,0.154139369,17.66133864,7.451978113,1.568873134,14.60999573,0.238074677
10,ispell,200,0.916453901,1,0.161244177,17.72503289,8.401175153,1.10242789,16.49309498,0.099886184
11,stringsearch,200,0.916879771,1,0.106264221,6.967353893,2.167629057,0.564938308,5.104020469,0.175008625
12,adpcm_c,200,0.916897482,1,0.149607345,17.34802261,8.241011134,1.289144311,15.19788977,0.484450495
13,adpcm_d,200,0.916751825,1,0.139752715,16.08648297,5.988359328,1.328194905,12.6754307,0.651575284
14,fft,200,0.916595745,1,0.15616839,17.7305818,8.287037504,0.404593117,17.10628313,0.117999422
15,h264_hq,200,0.916294643,1,0.175207071,18.07115867,8.75262485,1.525858788,16.72321604,1.37845391
16,h264_lq,200,0.916338652,1,0.170114752,17.48627439,8.489647383,1.599589357,15.52742505,1.583370061
17,mpeg4_hq,200,0.917113309,1,0.131482683,11.93280491,5.119598154,1.877269756,10.03485304,1.724478541
18,mpeg4_lq,200,0.916798561,1,0.128255755,11.00562497,4.78412274,1.698203381,9.305058733,1.287826902
19,jpg2000enc,200,0.9165625,1,0.175959957,16.87394274,11.99266175,1.350395332,16.06557137,2.024895218
20,dhrystone,200,0.916320922,1,0.162051213,18.33273184,10.09556614,0.188609765,13.92064059,0.038801055
21,neon_add,200,0.916050725,1,0.2405095,25.50408685,12.84201234,0.158059748,18.0759902,0.018702344
22,neon_mul,200,0.916455357,1,0.1733771,19.09337504,8.202651106,0.184045791,12.5829519,0.027772598
23,cstm_bmp,200,0.916923759,1,0.143577277,21.12907975,5.197974336,0.226722369,9.847678928,0.036023457
24,cstm_int,200,0.916666667,1,0.167896801,17.20725282,10.10711308,1.271782573,18.57200614,0.443443925
25,cstm_fp,200,0.916586879,1,0.172257809,16.9121916,10.86254195,0.738090119,19.37058282,0.514052443
26,lat_ctx_0_18,200,0.917071429,1,0.144971421,24.18469284,5.110419028,1.254007633,9.346122676,0.203781172
27,lat_ctx_500_18,200,0.916781915,1,0.157946348,22.45332368,5.689913456,2.694190191,9.000327358,4.014355977
28,lat_fs,200,0.916732143,1,0.14528475,20.87400157,5.086574907,1.265842625,12.78911872,0.242340689
29,lat_pagefault,200,0.916205986,1,0.240723641,30.42001241,8.016258246,3.318273591,21.14838485,0.090737469
30,lat_mem_rd_1_8,200,0.916914894,1,0.146477752,25.62178232,4.054611014,1.128519479,7.996575828,0.056311389
31,lat_mem_rd_1_256,200,0.917,1,0.129214571,23.11070335,2.455867695,2.132002186,3.546679987,0.045591128
32,lat_mem_rd_200_8,200,0.917276786,1,0.129729607,23.43521597,3.155976706,0.954135824,4.575742564,0.063442862
33,lat_mem_rd_200_256,200,0.916985816,1,0.129921057,22.95708047,2.685224073,2.221298359,4.126472704,0.06396243
34,lat_mem_rd_p4,200,0.916267606,1,0.211892754,44.33314223,5.843995989,0.277332252,6.919258764,0.028304676
35,lat_ops,200,0.916910714,1,0.140074621,21.52211315,6.687207434,0.470414487,10.04754574,0.074811384
36,lat_proc_fork,200,0.917008929,1,0.135413193,23.12064628,4.74080814,0.798363891,6.780022659,0.19374984
37,bw_mem_rd,200,0.916464286,1,0.1645089,17.50689001,4.619004237,5.109583918,8.684910145,11.94772962
38,bw_mem_wr,200,0.916375899,1,0.166602899,16.28502625,3.63285068,4.462212724,7.479899916,19.99621763
39,bw_mem_cp_200m,200,0.91625,1,0.168623079,16.85091764,3.704983797,4.787566629,8.146982016,16.07408316
40,bw_mem_cp_700m,200,0.91625,1,0.174104813,17.64059398,3.980937096,4.686849601,9.066710021,15.89453848
41,bw_mem_cp_2000m,200,0.91626773,1,0.140065567,22.73754657,4.708684856,0.790595795,5.622371291,1.302169181
42,tlb,200,0.916693262,1,0.127541851,22.79034652,3.235768663,0.314022298,4.036985992,0.082663766
43,line,200,0.9168125,1,0.141862921,21.13959181,5.219674697,1.145840313,6.157218303,3.708582696
44,cache,200,0.916755319,1,0.132000525,21.90752664,1.526057712,2.971693614,2.964260124,4.193931502
45,par_mem,200,0.916321942,1,0.165336468,19.28141524,1.830694549,7.684921698,2.889247225,7.975861769
46,gcc,200,0.916320922,1,0.156067468,18.10529715,6.708534806,1.834612687,15.39469124,1.132478969
47,tar,200,0.916347518,1,0.16994522,17.59985237,9.425971542,1.871928448,17.45455114,0.263283296
48,mpeg4_lq_mp,200,0.916494565,1,0.131614536,11.73104719,4.825076585,1.783405105,9.59855882,2.837975475
49,par_mem_mp,200,0.916365248,1,0.161996794,20.28348247,2.949098339,7.55594109,4.09282629,1.786108322
50,mp_bus_spd,200,0.915964286,1,0.256014214,27.9179947,11.09456092,5.203579695,14.67615435,3.767314941
51,mp_bus_spd2,200,0.9159375,1,0.269276921,26.82458715,10.39061197,5.086229025,17.15753359,4.81646991
52,mp_dhry,200,0.916879433,1,0.147133858,19.11096876,6.020422188,1.436572474,11.25091537,0.030639698
53,mp_mflops,200,0.916365248,1,0.166807248,26.5494998,9.442476676,0.730100217,1.92553079,1.379411835
54,mp_lp_neon,200,0.916294014,1,0.203274514,26.04101648,7.020680531,3.395407848,18.80744984,0.298172234
55,mp_neon_mflops,200,0.915857143,1,0.234264736,23.03046961,10.40092777,1.257433061,16.28584132,2.802403347
56,mp_randmem,200,0.915992908,1,0.216936801,23.8680626,9.210431839,4.127936313,16.8676833,0.464402144
57,mp_whets,200,0.915964286,1,0.235181271,29.37170957,11.2885126,0.183789949,18.86789285,0.024865966
58,openmp_mem_spd,200,0.915096831,1,0.34901838,31.77118049,21.15094918,3.838670358,6.887911822,4.849599887
59,openmp_mflops,200,0.914947183,1,0.405956718,28.07976489,15.5391067,1.719393177,22.00789576,3.815879445
60,idle,200,0.917235915,2,0.095724817,2.981706673,0.795855958,0.282773949,2.27101312,0.049810049
61,basicmath,200,0.915751812,2,0.209451348,21.52783669,11.13044681,0.994186571,23.51876243,0.15141024
62,bitcount,200,0.915583942,2,0.213102248,22.7891409,16.50323537,0.191643443,19.90764185,0.044022189
63,qsort,200,0.915477941,2,0.211211912,21.85872528,11.50711337,0.781123393,20.67397806,0.648796032
64,susan,200,0.915386691,2,0.217142626,19.64669084,14.63888012,0.26976163,25.26113894,0.093639751
65,jpeg_enc,200,0.915188849,2,0.229565115,22.5680688,14.74242848,0.960208099,18.39430099,0.610555666
66,jpeg_dec,200,0.916452206,2,0.153096713,18.86989517,7.398172855,1.712627166,12.04969961,0.444368621
67,typeset,200,0.915611314,2,0.224254971,24.5955344,10.16596963,2.191732282,17.88144909,0.785708265
68,dijkstra,200,0.915978261,2,0.203808051,27.95742081,12.04675756,1.260651594,10.52726647,0.05670483
69,patricia,200,0.915909926,2,0.210089875,24.0590483,10.29356304,2.104209992,19.91766847,0.276006422
70,ispell,200,0.916005435,2,0.223142239,23.96350481,10.97099815,1.668661842,21.70149475,0.245954523
71,stringsearch,200,0.916467803,2,0.118087091,11.89485153,3.746593721,1.012655696,8.413587982,0.24189276
72,adpcm_c,200,0.916151079,2,0.196113734,23.09139285,10.75878662,1.860639136,19.73144978,0.345444564
73,adpcm_d,200,0.916357143,2,0.176692393,23.31072684,7.779200307,2.249182704,16.74212063,0.475507632
74,fft,200,0.916185662,2,0.21378211,23.61121523,11.1361086,0.452542491,22.84224917,0.105424444
75,h264_hq,200,0.916168478,2,0.242522254,23.40656102,11.4272074,2.067868079,21.48555842,2.343789866
76,h264_lq,200,0.916098214,2,0.245513357,23.53833318,11.52664169,2.147612372,20.75408246,2.688173282
77,mpeg4_hq,200,0.916303957,2,0.170672252,17.10710885,7.25155713,2.734161458,13.87880873,3.687728046
78,mpeg4_lq,200,0.916348214,2,0.164397007,16.50170765,6.894406273,2.757752432,13.01090628,3.78410275
79,jpg2000enc,200,0.915253623,2,0.255819384,21.64929519,15.50915237,1.654812676,20.47148687,2.648311513
80,dhrystone,200,0.915374088,2,0.230253964,24.36138015,13.76890119,0.158276279,18.50775433,0.028962165
81,neon_add,200,0.915193662,2,0.380881887,31.47785667,16.11019977,0.119777744,22.30108503,0.013127141
82,neon_mul,200,0.915389493,2,0.252717638,25.68983807,11.22383427,0.160506927,16.84151538,0.021806323
83,cstm_bmp,200,0.916222826,2,0.19281258,29.74015649,7.193417497,0.214968488,13.30131351,0.031974754
84,cstm_int,200,0.916214029,2,0.237510921,22.33905952,13.50525268,1.524984366,24.55725727,0.581343706
85,cstm_fp,200,0.915634058,2,0.247420587,21.41258289,14.1641649,0.931791762,24.9479202,0.669364906
86,lat_ctx_0_18,200,0.916348214,2,0.162609286,27.71331278,5.705892781,1.304895959,9.477196608,0.196484279
87,lat_ctx_500_18,200,0.916330357,2,0.179864057,27.47910323,6.406150487,2.773438398,8.799760564,4.151631076
88,lat_fs,200,0.916375899,2,0.156188482,23.62802941,5.556219289,1.212034934,12.64740956,0.226990634
89,lat_pagefault,200,0.916003521,2,0.237965514,30.11055228,7.555281098,3.537580779,20.99911376,0.118417097
90,lat_mem_rd_1_8,200,0.916240942,2,0.166701957,33.98541899,4.266573001,1.126151413,5.211298879,0.048571437
91,lat_mem_rd_1_256,200,0.916331522,2,0.162216478,34.02551637,3.056821821,3.000110897,4.043401439,0.044642125
92,lat_mem_rd_200_8,200,0.916576087,2,0.166626341,33.93975593,4.310333147,1.415111058,5.643232174,0.069740626
93,lat_mem_rd_200_256,200,0.916530797,2,0.165497428,33.88734632,3.696175752,2.601030106,5.001244644,0.065691839
94,lat_mem_rd_p4,200,0.916302817,2,0.220380486,45.36947296,5.994984101,0.304393499,7.109775916,0.029535989
95,lat_ops,200,0.91647007,2,0.179725817,29.48600935,9.133381294,0.53014161,13.01355118,0.089419369
96,lat_proc_fork,200,0.916410714,2,0.193745779,34.48549324,8.431300661,0.761513692,10.31856981,0.142017151
97,bw_mem_rd,200,0.916194444,2,0.216747896,25.88600412,5.070379106,5.125494559,9.338137813,13.79121464
98,bw_mem_wr,200,0.916072761,2,0.221136022,24.44034094,3.941589308,4.392955445,8.086425077,22.20790701
99,bw_mem_cp_200m,200,0.915858209,2,0.228044448,24.9334787,4.098033762,4.972075127,9.006033809,18.48458192
100,bw_mem_cp_700m,200,0.91615942,2,0.190017341,22.59947966,5.5786575,2.892775147,12.39846945,10.45819281
101,bw_mem_cp_2000m,200,0.916580357,2,0.16941275,31.8090366,6.262675118,0.942329054,6.251797976,1.468235871
102,tlb,200,0.916528777,2,0.164309971,34.69748127,4.878549216,0.365132581,5.07732778,0.104919245
103,line,200,0.916285971,2,0.189700209,29.31422306,7.263888379,1.574548921,8.123924518,5.310069406
104,cache,200,0.916285714,2,0.166429336,31.58104439,1.833189887,3.493146587,3.288535518,7.694469432
105,par_mem,200,0.916130515,2,0.209457949,28.59795523,2.449268191,7.586133354,3.447308961,10.51804453
106,gcc,200,0.916223214,2,0.213433579,24.64573488,8.978555562,2.521715393,20.40903642,1.615194888
107,tar,200,0.915773381,2,0.243275158,22.94700126,12.6011844,2.438754509,22.88803204,0.312959253
108,mpeg4_lq_mp,200,0.916267986,2,0.170812813,17.23519352,7.155938741,2.669330436,13.90123991,4.753952097
109,par_mem_mp,200,0.916047794,2,0.211366338,28.47148417,2.41098037,7.643627229,3.415869714,10.62413122
110,mp_bus_spd,200,0.915170863,2,0.308122158,31.00376262,11.07148961,5.856404264,14.73972068,4.361503498
111,mp_bus_spd2,200,0.915197842,2,0.319921763,30.12612516,10.14427291,6.117251846,16.86411908,4.636609547
112,mp_dhry,200,0.916861702,2,0.179452213,20.60128803,9.468569792,1.611148382,17.19954608,0.027962212
113,mp_mflops,200,0.915647163,2,0.239848298,36.68729788,13.15542482,0.889459084,1.832911487,1.961077197
114,mp_lp_neon,200,0.915044643,2,0.277874557,30.32229267,8.247540704,4.020299833,21.99981776,0.397471622
115,mp_neon_mflops,200,0.915044964,2,0.32913195,27.42082313,12.4140276,1.507267516,19.0653315,3.454342477
116,mp_randmem,200,0.915348214,2,0.303260857,29.32898564,10.95029078,4.762481538,19.74775514,0.029292199
117,mp_whets,200,0.915482143,2,0.288576471,32.20119738,12.24486811,0.178735182,22.36333802,0.01972226
118,openmp_mem_spd,200,0.915230496,2,0.323294355,31.95843453,34.40497263,0.384418581,2.9654658,0.015495876
119,openmp_mflops,200,0.915292553,2,0.356642752,31.1570568,29.65137375,1.844145437,3.758074783,3.859743103
120,idle,200,0.917271127,3,0.095801113,3.101318816,0.841822893,0.294658879,2.38586948,0.044023212
121,basicmath,200,0.915422794,3,0.270268169,24.79235025,12.90110319,1.131442547,27.10057772,0.142646661
122,bitcount,200,0.915851852,3,0.269880489,26.15541686,19.15434057,0.17363471,23.01208276,0.026497917
123,qsort,200,0.915461957,3,0.269597522,25.50265267,13.55996729,0.872684707,24.15834475,0.803686456
124,susan,200,0.915697464,3,0.254391768,21.60092644,16.25990292,0.274782368,27.9372498,0.096071511
125,jpeg_enc,200,0.91524635,3,0.293372584,26.03608401,17.2190745,1.098095597,21.43233573,0.805943896
126,jpeg_dec,200,0.916592593,3,0.163014985,20.10958466,7.767839728,1.884062395,12.67463003,0.417857169
127,typeset,200,0.91515625,3,0.286495081,28.30614241,11.63909769,2.518018679,20.33523828,1.03621132
128,dijkstra,200,0.915231481,3,0.264682859,32.39236235,14.08033667,1.516033102,12.74250054,0.161188512
129,patricia,200,0.915388889,3,0.2638202,27.25683788,11.74490259,2.372842808,22.58778408,0.296119723
130,ispell,200,0.915326087,3,0.278079239,26.92184717,12.13927573,1.841147648,24.11031259,0.482413551
131,stringsearch,200,0.916937023,3,0.126158611,14.42885665,4.579503396,1.262631766,10.01300353,0.274514103
132,adpcm_c,200,0.915487132,3,0.244489926,27.27883889,10.85458433,2.576690543,21.91256853,0.236855786
133,adpcm_d,200,0.916151079,3,0.213070309,27.19291806,8.754818527,2.577245585,19.47935941,0.358703925
134,fft,200,0.91524635,3,0.27545273,26.63117937,12.65832556,0.508518263,25.80301631,0.137345941
135,h264_hq,200,0.915362319,3,0.316548761,26.24691189,12.76595138,2.433856971,23.90858088,2.805960013
136,h264_lq,200,0.915164234,3,0.32000073,26.25722646,12.72780019,2.597758512,22.86909984,3.16342541
137,mpeg4_hq,200,0.916276978,3,0.212083712,21.09239115,8.698642253,3.135319072,16.49017402,5.200082969
138,mpeg4_lq,200,0.916196429,3,0.203681707,19.96894505,8.337813794,3.057911759,15.5663836,5.446877201
139,jpg2000enc,200,0.915296296,3,0.336223533,24.43814274,17.92713978,1.714027703,23.51351405,3.073981002
140,dhrystone,200,0.915009328,3,0.298736299,27.89426433,15.88760034,0.148900227,21.19506646,0.029900931
141,neon_add,200,0.915305556,3,0.332450096,29.94292516,13.24961122,0.14900428,19.70258184,0.018318591
142,neon_mul,200,0.915444444,3,0.332699044,30.18315836,13.26700194,0.151141285,19.73914142,0.017671851
143,cstm_bmp,200,0.916259259,3,0.24101083,35.51691395,8.382439999,0.21276148,15.3437114,0.028626853
144,cstm_int,200,0.916094891,3,0.307851723,25.19757061,15.17897899,1.807380683,27.61189896,0.70065448
145,cstm_fp,200,0.915684307,3,0.319215686,24.27516814,16.06337108,1.05084727,28.18669365,0.80590256
146,lat_ctx_0_18,200,0.916932624,3,0.166363348,29.02568589,5.929920324,1.235438218,9.303642808,0.191994441
147,lat_ctx_500_18,200,0.916124101,3,0.233026504,32.31920886,7.780421884,3.704060012,11.36631954,5.879899016
148,lat_fs,200,0.916669643,3,0.1574644,23.29237773,5.589005406,1.260600369,13.08464671,0.302539011
149,lat_pagefault,200,0.91606383,3,0.240941255,30.24792631,7.622613721,3.52477185,20.94513429,0.176374286
150,lat_mem_rd_1_8,200,0.916213504,3,0.225693307,40.88707071,5.808851027,2.008612643,9.883415149,0.058154306
151,lat_mem_rd_1_256,200,0.916326336,3,0.196241099,42.4657642,3.68935341,2.750663479,4.494554113,0.041010025
152,lat_mem_rd_200_8,200,0.916259259,3,0.202057274,40.82977753,5.207400931,1.314982844,6.552660172,0.071392275
153,lat_mem_rd_200_256,200,0.916231343,3,0.199383806,41.40752929,4.482732643,2.19951397,5.829697413,0.071526347
154,lat_mem_rd_p4,200,0.916187943,3,0.221243801,45.86098334,6.103529296,0.251503552,5.97391715,0.034911217
155,lat_ops,200,0.916196809,3,0.213223489,33.23784886,10.4088445,0.538883273,14.45923571,0.093242221
156,lat_proc_fork,200,0.916329787,3,0.196905099,35.71051181,7.056776634,1.332197476,9.090486527,0.236332782
157,bw_mem_rd,200,0.915492424,3,0.253713258,31.45311952,5.099775563,4.559238613,9.017250406,13.13138659
158,bw_mem_wr,200,0.915562977,3,0.24427171,27.94208993,4.175014793,4.049919188,8.186811101,20.6393976
159,bw_mem_cp_200m,200,0.915702555,3,0.214350752,28.48462085,6.263743878,3.763351172,6.436260658,12.4516296
160,bw_mem_cp_700m,200,0.91597,3,0.204148376,28.06372084,6.487309063,1.945281359,14.84706542,7.731487708
161,bw_mem_cp_2000m,200,0.91641844,3,0.167247603,31.13892309,6.021128139,0.935103175,5.322837735,1.67689328
162,tlb,200,0.916268248,3,0.193485124,41.06940957,5.532724571,0.429550773,5.841455805,0.128317737
163,line,200,0.915842391,3,0.229751514,33.93849008,8.092877341,1.746708579,8.848303462,6.02142219
164,cache,200,0.916160072,3,0.199688216,37.95685779,1.994352818,3.792156711,3.416204238,9.874347241
165,par_mem,200,0.915075758,3,0.247966121,34.29343613,2.641338703,6.997808157,3.594521926,9.978608739
166,gcc,200,0.915125,3,0.269019721,27.57220316,9.91593126,2.879865446,22.46992661,1.923907812
167,tar,200,0.915264599,3,0.30838,25.51097247,14.11739242,2.706864709,25.39259055,0.389433213
168,mpeg4_lq_mp,200,0.915998201,3,0.211076885,20.45741738,8.50195815,3.141755226,16.36746001,5.873337182
169,par_mem_mp,200,0.91509542,3,0.248172427,34.31342856,2.602925749,7.031869147,3.55153845,10.15342163
170,mp_bus_spd,200,0.915026978,3,0.323335439,31.59955004,11.54901818,5.930420478,15.50288651,3.586437823
171,mp_bus_spd2,200,0.915,3,0.33944035,31.2677355,9.825523357,7.561893958,16.51636121,3.552596327
172,mp_dhry,200,0.915957447,3,0.212220241,21.7475336,11.367068,1.417999042,20.39253802,0.025895825
173,mp_mflops,200,0.915464286,3,0.2751237,39.57357463,14.53066671,1.037660763,1.776659292,2.280765577
174,mp_lp_neon,200,0.915035461,3,0.302741007,31.16022767,8.664233694,4.167397436,22.94981371,0.467170859
175,mp_neon_mflops,200,0.915053571,3,0.388652836,29.37482319,13.34906977,1.630537593,20.3708788,3.748886937
176,mp_randmem,200,0.915079787,3,0.339412965,30.23606843,12.50721791,3.792170139,22.16857052,0.027641972
177,mp_whets,200,0.915345745,3,0.298683553,33.46789209,12.71317753,0.187313072,20.71573297,0.020275633
178,openmp_mem_spd,200,0.915008803,3,0.322158324,31.45011034,36.28582227,0.269250264,1.593919784,0.016727057
179,openmp_mflops,200,0.914991135,3,0.331331007,31.67572009,35.41306966,0.650568979,1.589067143,0.14339928
180,idle,200,0.917359155,4,0.096336317,3.070256463,0.816944653,0.298811329,2.327863295,0.051994161
181,basicmath,200,0.915325704,4,0.325844951,26.62010721,14.1201463,1.172234877,29.48880348,0.134342034
182,bitcount,200,0.915097518,4,0.314487206,27.44878538,20.3847995,0.155649056,24.11378609,0.022921134
183,qsort,200,0.915195035,4,0.323386794,27.48677978,14.73363559,0.915070229,26.1421769,0.917724768
184,susan,200,0.915525362,4,0.275361928,22.39915532,16.98101095,0.268708921,29.09795048,0.09878292
185,jpeg_enc,200,0.915232143,4,0.333215293,27.38698301,18.23986123,1.165685045,22.52631072,0.950135016
186,jpeg_dec,200,0.916464552,4,0.184556649,23.47755784,9.253538922,2.245584406,14.69003675,0.44934654
187,typeset,200,0.915196429,4,0.3294313,30.44305001,12.4563389,2.661650245,21.6547224,1.256184534
188,dijkstra,200,0.915101852,4,0.296788667,35.14293508,15.32011127,1.49189918,12.72469785,0.058031902
189,patricia,200,0.915150709,4,0.309223667,29.34730538,12.74986292,2.505355602,24.38963472,0.312991359
190,ispell,200,0.9150625,4,0.330810714,29.10548175,12.99605553,2.036751964,25.66080964,0.694091907
191,stringsearch,200,0.916424419,4,0.136205302,15.58969367,4.94047422,1.435121024,10.69324075,0.288919781
192,adpcm_c,200,0.915197842,4,0.250232439,27.29439292,11.5475872,2.443793032,21.54578906,0.195478178
193,adpcm_d,200,0.915298913,4,0.224990725,26.90583366,9.157373488,2.465774137,19.15696012,0.312003254
194,fft,200,0.915017606,4,0.323913394,28.62261788,13.63273699,0.483677142,27.77529579,0.115431701
195,h264_hq,200,0.91490942,4,0.381960152,27.97374828,13.61967385,2.508852682,25.44462024,3.1461541
196,h264_lq,200,0.915044326,4,0.383916851,28.23315708,13.67682186,2.698076903,24.45740379,3.550982421
197,mpeg4_hq,200,0.915710432,4,0.252997338,22.97387681,9.554407289,3.637956913,18.02577297,6.08354434
198,mpeg4_lq,200,0.916205674,4,0.242630688,23.8203717,9.201156214,3.53430957,17.09533956,6.245798031
199,jpg2000enc,200,0.915062057,4,0.41153622,25.58455775,19.41561056,1.740975868,25.25482468,3.420349485
200,dhrystone,200,0.91534331,4,0.364646993,30.56111475,17.51656866,0.131892728,23.22270405,0.030172081
201,neon_add,200,0.915008803,4,0.408941887,32.59338203,14.49826987,0.121256038,21.38831154,0.014001545
202,neon_mul,200,0.915008803,4,0.409605768,32.67834376,14.4371603,0.122486095,21.30413851,0.015071728
203,cstm_bmp,200,0.91540493,4,0.278697275,38.33534551,8.697148222,0.187848588,15.76812638,0.025277525
204,cstm_int,200,0.915290493,4,0.370045711,26.37792707,16.15111822,1.793755889,29.11898196,0.742726218
205,cstm_fp,200,0.915053191,4,0.386494284,25.60899136,17.01781347,1.137961052,29.70440165,0.855489569
206,lat_ctx_0_18,200,0.915994718,4,0.241100514,37.83234257,7.73675772,1.899550905,12.69368018,0.431621541
207,lat_ctx_500_18,200,0.916032609,4,0.230095312,37.2549673,8.743999227,2.337034683,7.542373592,3.335221725
208,lat_fs,200,0.916141304,4,0.257947326,34.64952069,8.31381161,2.08830678,18.97118105,0.478768564
209,lat_pagefault,200,0.9161875,4,0.262359664,37.97356575,10.15023446,1.674253069,15.01801931,0.048964294
210,lat_mem_rd_1_8,200,0.915975177,4,0.236408177,45.97152186,5.460729781,1.766562317,6.020256989,0.033685323
211,lat_mem_rd_1_256,200,0.916029412,4,0.219925265,47.33193821,3.550885778,2.742988375,4.225159491,0.030200307
212,lat_mem_rd_200_8,200,0.916179577,4,0.235855556,45.81930577,5.731325905,1.467635122,6.864614939,0.065675561
213,lat_mem_rd_200_256,200,0.916041667,4,0.230018819,46.03621473,4.951626354,2.264981359,6.09551671,0.060939221
214,lat_mem_rd_p4,200,0.915812937,4,0.226101622,46.10741283,5.848953832,0.235472539,6.157312313,0.031632619
215,lat_ops,200,0.915487589,4,0.234987426,36.02197076,10.50961867,0.475880486,14.000213,0.058843284
216,lat_proc_fork,200,0.916338028,4,0.182889852,34.04916913,6.707573431,1.002062583,7.692946941,0.189259167
217,bw_mem_rd,200,0.915716912,4,0.28155311,35.55627706,4.643497243,4.608493615,8.458378835,13.65382787
218,bw_mem_wr,200,0.915527778,4,0.277277778,33.21955918,3.879813442,3.771138053,7.423072381,20.37910148
219,bw_mem_cp_200m,200,0.915261194,4,0.269494336,30.68564522,5.559765632,3.874238099,10.92911888,14.79614802
220,bw_mem_cp_700m,200,0.915327381,4,0.278236857,34.03348856,8.096713062,1.332406596,17.3079713,6.539913462
221,bw_mem_cp_2000m,200,0.915836268,4,0.19339038,36.19160999,7.127658401,0.587979985,6.42133368,0.359558096
222,tlb,200,0.915801056,4,0.230869563,45.99200707,8.37012831,0.30317513,3.887589184,0.0837725
223,line,200,0.915744681,4,0.264283,39.18282308,9.758391126,1.537995628,7.9878586,5.33890561
224,cache,200,0.915910714,4,0.232867279,42.2537863,2.153936532,4.34375899,3.5276772,10.00579839
225,par_mem,200,0.915208333,4,0.276862558,39.63784145,2.508142876,6.804174742,3.403009321,10.00201099
226,gcc,200,0.915319149,4,0.313919248,29.76796745,10.64324409,3.211277309,24.05759908,2.204155946
227,tar,200,0.91513587,4,0.35992263,27.11672274,14.97638986,2.897628891,26.94337183,0.471918154
228,mpeg4_lq_mp,200,0.91580292,4,0.248955336,23.5723819,9.399603743,3.458199644,18.0020813,6.603827395
229,par_mem_mp,200,0.915081522,4,0.29558392,38.11661454,5.218047673,6.200539028,5.805343496,8.163291739
230,mp_bus_spd,200,0.915026978,4,0.335609863,31.6137589,12.56614209,5.710988725,16.85873608,2.605178191
231,mp_bus_spd2,200,0.914874101,4,0.355568993,29.71760543,12.68868389,4.991166931,20.98330036,2.516962114
232,mp_dhry,200,0.915487589,4,0.241892099,22.94762023,12.83904498,1.238148908,22.88725065,0.024012174
233,mp_mflops,200,0.915114437,4,0.291665218,40.98458099,14.83917235,1.032121031,1.660925424,2.136024215
234,mp_lp_neon,200,0.91498227,4,0.313090078,31.36099479,8.825793639,4.194585256,23.38073255,0.522548203
235,mp_neon_mflops,200,0.914850352,4,0.420712627,30.16420529,13.76539303,1.577494352,21.08222599,3.860324918
236,mp_randmem,200,0.915026596,4,0.353680149,31.41034602,12.32628638,4.099919255,21.77514636,0.034044728
237,mp_whets,200,0.915052817,4,0.307242655,33.77993329,12.7545649,0.184780824,20.78909794,0.01925247
238,openmp_mem_spd,200,0.915134892,4,0.323637676,31.55709008,36.58332263,0.24677274,1.47706285,0.015002195
239,openmp_mflops,200,0.915193662,4,0.330233232,31.70187438,35.73545463,0.54290748,1.562338979,0.298035015
240,idle,400,0.916857639,1,0.127110993,1.953171624,0.507021207,0.171169891,1.45330117,0.031891592
241,basicmath,400,0.915425532,1,0.230622766,17.26557469,9.014784695,0.688955392,18.9897883,0.188112337
242,bitcount,400,0.915477431,1,0.241904444,19.49093154,14.2270583,0.125536208,17.01426007,0.021698249
243,qsort,400,0.915576923,1,0.236940469,18.33724562,9.670426327,0.556920541,17.28134658,0.492986662
244,susan,400,0.915220588,1,0.254239191,17.66957473,13.3157649,0.194617129,22.88421003,0.08347958
245,jpeg_enc,400,0.915260417,1,0.254477431,19.12704047,12.5480823,0.744566083,15.58864092,0.467556118
246,jpeg_dec,400,0.916332721,1,0.155290037,9.04006717,3.517212001,0.721252671,6.004582012,0.278258029
247,typeset,400,0.915804196,1,0.257022308,21.13828002,8.807318237,1.829988283,15.41236621,0.543815683
248,dijkstra,400,0.915952797,1,0.234530671,23.55859301,10.1064435,0.921407015,8.342526096,0.041840478
